업종명,업소명,소재지,소재지전화
일반음식점,흑산도,부산광역시 금정구 구서동 1005-2,051-513-7001
일반음식점,루,부산광역시 금정구 남산동 961-1,051-515-8887
일반음식점,까페공방내츄럴빈,부산광역시 금정구 구서동 1022-19,051-582-7472
일반음식점,불로만바베큐,부산광역시 금정구 구서동 175-23,051-582-8291
일반음식점,명수정,부산광역시 금정구 구서동 413-3,051-517-4114
일반음식점,흥수집 족발보쌈,부산광역시 금정구 구서동 161-39,051-582-8996
일반음식점,닥스클럽,부산광역시 금정구 구서동 164-28,051-332-8517
일반음식점,다루,부산광역시 금정구 구서동 1026-9,051-513-3395
일반음식점,남해횟집,부산광역시 금정구 구서동 466-19,051-516-7533
일반음식점,대성각,부산광역시 금정구 구서동 653-17,051-583-2454
일반음식점,월드돈까스,부산광역시 금정구 구서동 163-31,051-515-9951
일반음식점,죽이야기구서롯데캐슬점,부산광역시 금정구 구서동 775-5,051-512-0980
일반음식점,석산식당,부산광역시 금정구 구서동 1022-2,051-518-6686
일반음식점,삼형제쭈꾸미,부산광역시 금정구 구서동 415-2,051-513-4276
일반음식점,다담김밥,부산광역시 금정구 구서동 409-19,051-514-6497
일반음식점,황소할매집,부산광역시 금정구 구서동 164-21,051-581-6636
일반음식점,동해바다식당,부산광역시 금정구 남산동 999-16,051-514-0487
일반음식점,모어,부산광역시 금정구 장전동 419-11,051-517-3422
일반음식점,정진영펍,부산광역시 금정구 장전동 419-11,051-583-3041
일반음식점,심심푸리(만화카페),부산광역시 금정구 장전동 419-11,051-518-4656
일반음식점,유가네춘천닭갈비2,부산광역시 금정구 장전동 422-32,051-517-7573
일반음식점,미태리 부산대정문점,부산광역시 금정구 장전동 419-23,051-514-0987
일반음식점,맵당 부산대점,부산광역시 금정구 장전동 419-47,051-515-3212
일반음식점,네네치킨 장전점,부산광역시 금정구 장전동 221-24,051-517-3404
일반음식점,칼집삼겹,부산광역시 금정구 장전동 417-2,051-513-9392
일반음식점,노라,부산광역시 금정구 장전동 417-2,051-513-0146
일반음식점,미도리초밥,부산광역시 금정구 장전동 389-14,051-513-4223
일반음식점,장인해장국,부산광역시 금정구 장전동 401-25,051-518-1320
일반음식점,통달배 족발보쌈삼겹 부산대점,부산광역시 금정구 장전동 421-17,051-513-8225
일반음식점,또아식빵 부산대점,부산광역시 금정구 장전동 415-3,051-525-3443
일반음식점,옛날에삼겹살,부산광역시 금정구 장전동 420-9,051-514-9819
일반음식점,베이스먼트,부산광역시 금정구 장전동 418-32,051-512-8783
일반음식점,더다락,부산광역시 금정구 장전동 419-63,051-851-3726
일반음식점,웨이브,부산광역시 금정구 장전동 505-84,
일반음식점,두끼 떡볶이 부산대점,부산광역시 금정구 장전동 415-21,051-583-3300
일반음식점,송림,부산광역시 금정구 장전동 401-18,051-516-7599
일반음식점,스타비어마트,부산광역시 금정구 장전동 418-10,051-513-2570
일반음식점,로지,부산광역시 금정구 장전동 418-23,051-512-3877
일반음식점,언양 생갈비,부산광역시 금정구 장전동 157-18,051-513-3772
일반음식점,메이드,부산광역시 금정구 장전동 315-1,051-512-8713
일반음식점,개화,부산광역시 금정구 장전동 419-47,051-512-1123
일반음식점,장터식당,부산광역시 금정구 장전동 158-27,051-518-3008
일반음식점,친구놀이,부산광역시 금정구 장전동 418-51,
일반음식점,군자대한곱창 부산대점,부산광역시 금정구 장전동 417-26,051-582-8632
일반음식점,와카바식당 부산대점,부산광역시 금정구 장전동 418-63,051-937-1259
일반음식점,OK삼겹살,부산광역시 금정구 장전동 423-16,051-514-3135
일반음식점,마로니에,부산광역시 금정구 서동 302-630,051-527-5523
일반음식점,합천통닭,부산광역시 금정구 서동 302-1759,051-523-3239
일반음식점,알렉산더,부산광역시 금정구 서동 210-1,051-759-7726
일반음식점,땅스부대찌개,부산광역시 금정구 서동 196-29,
일반음식점,해왕아구찜,부산광역시 금정구 서동 172-5,051-524-4390
일반음식점,다닐,부산광역시 금정구 서동 196-30,051-527-1525
일반음식점,영일각,부산광역시 금정구 서동 522-2,051-522-1116
일반음식점,이가족발,부산광역시 금정구 서동 302-634,051-529-5955
일반음식점,김밥마왕서동점,부산광역시 금정구 서동 198-10,051-531-8252
일반음식점,하루돈부리,부산광역시 금정구 부곡동 11-7,051-583-3387
일반음식점,오투(O2)정거장,부산광역시 금정구 부곡동 298-17,051-514-6048
일반음식점,거기가면,부산광역시 금정구 부곡동 22-17,051-583-9633
일반음식점,마장동 통소갈비살,부산광역시 금정구 부곡동 296-47,051-515-9922
일반음식점,마산아구찜,부산광역시 금정구 부곡동 508-2,051-515-8861
일반음식점,자금성,부산광역시 금정구 부곡동 220-22,051-583-4044
일반음식점,미스타쎄븐,부산광역시 금정구 부곡동 225-1,051-513-3251
일반음식점,본죽 부곡시장점,부산광역시 금정구 부곡동 296-101,051-517-9288
일반음식점,진주식당,부산광역시 금정구 부곡동 20-11,051-516-0500
일반음식점,나왔다,부산광역시 금정구 부곡동 396-33,051-581-6267
일반음식점,김밥천국,부산광역시 금정구 부곡동 394-21,051-512-1407
일반음식점,레드 보틀,부산광역시 금정구 장전동 417-2,051-514-1120
일반음식점,꿈꾸는연구소 언가,부산광역시 금정구 금성동 572,051-517-1447
일반음식점,만도리,부산광역시 금정구 청룡동 634-7,051-517-8009
일반음식점,삼정 숯불갈비,부산광역시 금정구 회동동 208-17,051-527-9789
일반음식점,마루돼지국밥,부산광역시 금정구 금사동 67-15,051-529-7224
일반음식점,장기식당,부산광역시 금정구 금사동 50-8,051-515-0934
일반음식점,컬러링,부산광역시 금정구 남산동 99-30,051-581-5388
일반음식점,곱창마을,부산광역시 금정구 남산동 99-10,051-515-6694
일반음식점,청해정,부산광역시 금정구 남산동 272-1,051-583-5227
일반음식점,곱하기,부산광역시 금정구 남산동 99-12,051-517-9245
일반음식점,선미아구찜,부산광역시 금정구 남산동 992-2,051-514-1212
일반음식점,김가네국수,부산광역시 금정구 남산동 96-14,051-513-8228
일반음식점,금문돼지국밥,부산광역시 금정구 남산동 96-11,051-516-2966
일반음식점,치요남치킨 남산점,부산광역시 금정구 남산동 99-13,051-583-2188
일반음식점,양미가,부산광역시 금정구 구서동 428-1,051-582-8149
일반음식점,화이트,부산광역시 금정구 구서동 420-25,051-515-0973
일반음식점,정담대구탕,부산광역시 금정구 구서동 1023-1,051-518-3298
일반음식점,이디야구서역점,부산 금정구 구서로 2,051-517-2928
일반음식점,맛나감자탕구서점,부산광역시 금정구 구서동 637-4,051-518-0079
일반음식점,터줏집,부산광역시 금정구 장전동 421-7,051-581-1578
일반음식점,도아,부산광역시 금정구 장전동 293-175,051-583-5111
일반음식점,대성관,부산광역시 금정구 장전동 598-8,051-518-4001
일반음식점,몽크,부산광역시 금정구 장전동 416-1,051-515-3142
일반음식점,자마미등갈비도매,부산광역시 금정구 장전동 420-6,051-514-1421
일반음식점,더만족부산대점,부산광역시 금정구 장전동 419-6,051-581-4423
일반음식점,아줌마 재첩국,부산광역시 금정구 장전동 519-10,051-514-1176
일반음식점,좋은집,부산광역시 금정구 장전동 416-19,051-515-3487
일반음식점,미미엔 부산대점,부산광역시 금정구 장전동 418-12,051-518-9900
일반음식점,긴타로,부산광역시 금정구 서동 205-5 1층일부,051-526-7770
일반음식점,물과물고기,부산광역시 금정구 서동 203-28,051-522-1865
일반음식점,미식회,부산광역시 금정구 서동 201-5,051-521-0923
일반음식점,솔밭집,부산광역시 금정구 서동 150-78,051-522-1322
일반음식점,청룡각,부산광역시 금정구 부곡동 785-1,051-516-9441
일반음식점,민속손칼국수,부산광역시 금정구 부곡동 19-11,051-517-0318
일반음식점,원조할매국밥,부산광역시 금정구 부곡동 334-14,051-583-0553
일반음식점,청기와,부산광역시 금정구 부곡동 964-1 B동 101호,051-582-7393
일반음식점,서울뚝배기감자탕,부산광역시 금정구 부곡동 296-116,051-518-8048
일반음식점,일송면옥,부산광역시 금정구 부곡동 273-25,051-514-3381
일반음식점,블루,부산광역시 금정구 부곡동 224-71,051-514-3641
일반음식점,꾸바꾸바,부산광역시 금정구 부곡동 224-70,051-517-7557
일반음식점,하단닭도리,부산광역시 금정구 부곡동 224-55,051-514-4135
일반음식점,농장식육식당,부산광역시 금정구 금사동 84-24,051-527-3602
일반음식점,호프 하우스(Hope House),부산광역시 금정구 남산동 24-9,051-362-4958
일반음식점,양이야,부산광역시 금정구 남산동 103-37,051-582-9611
일반음식점,제이,부산광역시 금정구 남산동 117-11,051-516-9279
일반음식점,불로만바베큐,부산광역시 금정구 남산동 105-4,051-583-8292
일반음식점,만포정식당,부산광역시 금정구 장전동 65-1,051-512-3568
일반음식점,맛촌,부산광역시 금정구 장전동 225-2,051-513-7542
일반음식점,철근소금구이,부산광역시 금정구 서동 209-2,051-521-2977
일반음식점,서울식당,부산광역시 금정구 서동 196-25,051-527-9433
일반음식점,하늘이집,부산광역시 금정구 부곡동 391-15,051-512-6661
일반음식점,부림분식,부산광역시 금정구 부곡동 295-27,051-515-8012
일반음식점,치킨삼파전,부산광역시 금정구 부곡동 384-18,051-516-0628
일반음식점,지코바금정점,부산광역시 금정구 부곡동 295-5,051-755-6424
일반음식점,한양왕족발,부산광역시 금정구 부곡동 392-4,051-581-0826
일반음식점,디셈버2,부산광역시 금정구 장전동 309-3,051-523-8934
일반음식점,꼬치 7942,부산광역시 금정구 장전동 418-10,051-757-7267
일반음식점,창녕식당,부산광역시 금정구 금사동 117-13,051-527-3041
일반음식점,풀내음,부산광역시 금정구 청룡동 202-4,051-508-3020
일반음식점,팔송정,부산광역시 금정구 남산동 989-39,051-518-4866
일반음식점,야미마라탕,부산광역시 금정구 장전동 400-61,051-702-4235
일반음식점,카페드팽(Cafe' De Pain),부산광역시 금정구 장전동 424-3,051-515-7591
일반음식점,탑세븐7,부산광역시 금정구 부곡동 391-25,051-583-2642
일반음식점,21세기미래외식산업,부산광역시 금정구 구서동 154-2,051-518-4550
일반음식점,땅땅치킨 부곡점,부산광역시 금정구 부곡동 324-2,051-515-5510
일반음식점,김사부피자,부산광역시 금정구 구서동 192-45,051-517-2050
일반음식점,오륙도낙지,부산광역시 금정구 부곡동 65-6,051-515-0016
일반음식점,큰맘할매순대국 부산대점,부산광역시 금정구 장전동 135-27,051-516-5052
일반음식점,강원식당,부산광역시 금정구 남산동 27-16,051-583-2061
일반음식점,장충동왕족발(구서점),부산광역시 금정구 구서동 844-4,051-513-7721
일반음식점,제일아구찜,부산광역시 금정구 구서동 177-29,051-514-5334
일반음식점,영자의 돼지꿈,부산광역시 금정구 장전동 424-13,051-518-4860
일반음식점,불장화,부산광역시 금정구 구서동 415-42,051-516-7942
일반음식점,풍 차,부산광역시 금정구 남산동 961-9,051-515-1710
일반음식점,장춘 신 족발 감자탕,부산광역시 금정구 남산동 105-4,051-516-9289
일반음식점,오픈(OPEN),부산광역시 금정구 남산동 99-19,051-512-6823
일반음식점,속시원한 동태탕,부산광역시 금정구 금사동 68-40,051-523-4686
일반음식점,후,부산광역시 금정구 부곡동 393-2,051-513-0909
일반음식점,카페올리브,부산광역시 금정구 구서동 491-1,051-513-2375
일반음식점,항아리,부산광역시 금정구 장전동 420-6,051-513-8388
일반음식점,쉬리,부산광역시 금정구 부곡동 296-115,051-583-2154
일반음식점,HONG 돈가스&국수,부산광역시 금정구 구서동 420-25,051-515-1955
일반음식점,삼천포식당,부산광역시 금정구 부곡동 292-6,051-513-0781
일반음식점,만남,부산광역시 금정구 남산동 104-3,051-515-3550
일반음식점,동키치킨,부산광역시 금정구 서동 520-294,051-526-7338
일반음식점,누리마을감자탕,부산광역시 금정구 부곡동 225-2,051-514-9222
일반음식점,오숙이식당,부산광역시 금정구 부곡동 308-15,051-518-4276
일반음식점,윤스식당,부산광역시 금정구 장전동 418-14,051-515-0903
일반음식점,김윤정숯불양념통닭,부산광역시 금정구 부곡동 25-7,051-515-7557
일반음식점,본죽 부산구서점,부산광역시 금정구 구서동 163-20,051-582-7081
일반음식점,미식가 삼겹살,부산광역시 금정구 서동 173-2,051-531-7888
일반음식점,해성식당,부산광역시 금정구 금사동 77-1,051-529-7709
일반음식점,맛골,부산광역시 금정구 서동 199-5,051-525-5004
일반음식점,베스트필,부산광역시 금정구 부곡동 59-7,051-464-5641
일반음식점,소정아구찜,부산광역시 금정구 부곡동 64-40 201호,051-583-5128
일반음식점,노가리&찌짐이,부산광역시 금정구 남산동 16-21,051-581-4716
일반음식점,싱싱,부산광역시 금정구 부곡동 392-4,051-512-2319
일반음식점,한우마당,부산광역시 금정구 부곡동 225-68,051-515-4343
일반음식점,천미식당,부산광역시 금정구 장전동 621-10,051-582-7991
일반음식점,문삼이냉면솥판구이(서동직영점),부산광역시 금정구 서동 204-2,051-532-3355
일반음식점,도니가족발,부산광역시 금정구 부곡동 65-15 K동,051-582-3325
일반음식점,부성각,부산광역시 금정구 서동 141-228,051-524-6266
일반음식점,행님포차,부산광역시 금정구 장전동 421-17,051-583-7960
일반음식점,중국성,부산광역시 금정구 구서동 75,051-515-1113
일반음식점,가촌치킨,부산광역시 금정구 남산동 117-9,051-583-7013
일반음식점,이바구국밥,부산광역시 금정구 부곡동 224-54,051-581-2583
일반음식점,코코브라운,부산광역시 금정구 장전동 420-30,051-514-0259
일반음식점,아래목,부산광역시 금정구 남산동 산 4-1,051-580-1063
일반음식점,호박넝쿨,부산광역시 금정구 장전동 221-6,051-513-0870
일반음식점,강가네 손만두,부산광역시 금정구 구서동 444,051-517-9931
일반음식점,태영식육식당,부산광역시 금정구 부곡동 324-2,051-517-9181
일반음식점,5리3계촌,부산광역시 금정구 부곡동 325-30,051-515-0777
일반음식점,설빙,부산광역시 금정구 장전동 293-173,051-581-0117
일반음식점,산청식당,부산광역시 금정구 구서동 486-39,051-582-8712
일반음식점,지,부산광역시 금정구 남산동 481-22,051-515-0774
일반음식점,침례죽전문점,부산광역시 금정구 남산동 산 4-1,
일반음식점,온체어,부산광역시 금정구 남산동 962-21,
일반음식점,맨날 술이야,부산광역시 금정구 청룡동 50-1,051-508-1144
일반음식점,(주)고려식품(치킨스톰구서본점),부산광역시 금정구 구서동 461-25,051-582-9982
일반음식점,장전상회,부산광역시 금정구 장전동 221-1,051-516-7170
일반음식점,대성식당,부산광역시 금정구 구서동 412-17,051-515-0487
일반음식점,옐로우키스,부산광역시 금정구 서동 302-631,051-552-6621
일반음식점,행복한집밥,부산광역시 금정구 금사동 56-21,051-521-5237
일반음식점,초등대식당,부산광역시 금정구 회동동 208-43,051-528-9927
일반음식점,김해추어탕,부산광역시 금정구 장전동 596-10,051-512-4067
일반음식점,양자강,부산광역시 금정구 남산동 256-22,051-518-4755
일반음식점,멘지니어,부산광역시 금정구 장전동 418-32,
일반음식점,자매식당,부산광역시 금정구 금사동 106-24,051-503-7617
일반음식점,서울깍두기,부산광역시 금정구 장전동 412-11,051-582-9005
일반음식점,경희궁,부산광역시 금정구 구서동 1005-8,051-517-9969
일반음식점,웅아아부지,부산광역시 금정구 서동 200-15,051-526-2613
일반음식점,장수면옥,부산광역시 금정구 부곡동 22-8,051-516-9292
일반음식점,소담,부산광역시 금정구 서동 204-7,051-526-6187
일반음식점,두레아구찜,부산광역시 금정구 남산동 196-2,051-512-7374
일반음식점,기분좋은하루,부산광역시 금정구 장전동 649-27,070-7371-5673
일반음식점,우량한 돼지,부산광역시 금정구 남산동 105-25,051-517-7181
일반음식점,아쿠아카페,부산광역시 금정구 남산동 989-13,051-583-5952
일반음식점,유자나무집,부산광역시 금정구 금성동 861,051-517-9913
일반음식점,밀면전문점,부산광역시 금정구 남산동 103-10,051-582-4345
일반음식점,바다양푼이 동태탕,부산광역시 금정구 구서동 637-14,051-513-2973
일반음식점,우리마을돼지국밥,부산광역시 금정구 남산동 17-33,051-516-9030
일반음식점,버블매니아,부산광역시 금정구 서동 302-1318,051-522-1272
일반음식점,자봉산장,부산광역시 금정구 금성동 439,051-517-9212
일반음식점,대궐,부산광역시 금정구 구서동 469-11,051-556-3356
일반음식점,예향,부산광역시 금정구 구서동 1032-3,051-514-1188
일반음식점,블랙타운온천점,부산광역시 금정구 부곡동 895-18,051-518-7232
일반음식점,정가담,부산광역시 금정구 장전동 505-84 해인골든빌라 102호,051-518-9830
일반음식점,다래,부산광역시 금정구 부곡동 227-1,051-516-9776
일반음식점,밀면전문,부산광역시 금정구 부곡동 303-15,051-515-3267
일반음식점,땅스 부대찌게,부산광역시 금정구 구서동 86-48,070-400-5720
일반음식점,메종드푸,부산광역시 금정구 장전동 420-23,051-582-5213
일반음식점,BHC치킨 금정부곡점,부산광역시 금정구 부곡동 225-69,051-583-0012
일반음식점,숯불치킨,부산광역시 금정구 부곡동 308-27,051-512-9280
일반음식점,갑을 칼국수,부산광역시 금정구 남산동 952-16,051-517-0399
일반음식점,경보관,부산광역시 금정구 장전동 581-0 경보상가 106동,051-583-7440
일반음식점,긴자꼬지,부산광역시 금정구 장전동 302-14,051-582-0866
일반음식점,토마토,부산광역시 금정구 장전동 418-9,051-518-5563
일반음식점,김인규돈까스전문점,부산광역시 금정구 구서동 84-6,051-518-0680
일반음식점,마산아구찜,부산광역시 금정구 구서동 163-9,051-512-0277
일반음식점,일호아구찜,부산광역시 금정구 서동 197-34,051-529-6996
일반음식점,청호아구찜,부산광역시 금정구 서동 40-16,051-526-0685
일반음식점,디디씨(DDC) 치킨(남산점),부산광역시 금정구 남산동 96-1 거성리젠시,051-582-9200
일반음식점,노블레스,부산광역시 금정구 서동 302-122,051-528-4517
일반음식점,술토끼 달토끼,부산광역시 금정구 서동 205-4,051-523-9836
일반음식점,금정문화회관K웨딩홀뷔페,부산광역시 금정구 구서동 481,051-512-1001
일반음식점,파리에 다녀온 치킨 부산대점,부산광역시 금정구 장전동 390-13,051-516-4700
일반음식점,청월 대보름,부산광역시 금정구 장전동 418-14,051-518-8898
일반음식점,구포촌국수가락,부산광역시 금정구 남산동 989-13,051-515-1751
일반음식점,장수통닭 부곡점,부산광역시 금정구 부곡동 26-27,051-581-3437
일반음식점,꼬꼬두마리치킨,부산광역시 금정구 서동 520-280,051-529-6543
일반음식점,심미 곰장어,부산광역시 금정구 구서동 161-26,051-516-8640
일반음식점,끝판대장 서동점,부산광역시 금정구 서동 205-2,
일반음식점,"하이,나이트(Hi, night)",부산광역시 금정구 장전동 403-10,051-582-3345
일반음식점,동해바다,부산광역시 금정구 부곡동 224-53,051-515-4249
일반음식점,라이브식소리마당,부산광역시 금정구 서동 195-1,051-529-0257
일반음식점,치킨이즈백&동래통닭,부산광역시 금정구 장전동 418-18,051-912-9320
일반음식점,미가락,부산광역시 금정구 장전동 419-15,
일반음식점,평동식당,부산광역시 금정구 남산동 131-35,051-703-3102
일반음식점,오돌진족발,부산광역시 금정구 구서동 258-8,
일반음식점,진미추어탕,부산광역시 금정구 남산동 120-24,051-582-9302
일반음식점,요거프레소,부산광역시 금정구 남산동 981-23,051-518-9703
일반음식점,꽃도니 족발,부산광역시 금정구 서동 194-8,051-529-0206
일반음식점,서동 대패삼겹,부산광역시 금정구 서동 171-25,051-951-7089
일반음식점,충만치킨 부산대점,부산광역시 금정구 장전동 316-11,051-515-1510
일반음식점,가야빈대떡,부산광역시 금정구 청룡동 17-23,051-508-4583
일반음식점,늘봄,부산광역시 금정구 부곡동 396-28,051-524-7320
일반음식점,느루,부산광역시 금정구 남산동 990-1,051-512-6460
일반음식점,꾸바꾸바 남산점,부산광역시 금정구 구서동 213-1,050-4359-1693
일반음식점,오리명가 부곡,부산광역시 금정구 부곡동 392-2,051-581-9938
일반음식점,팬더그릴,부산광역시 금정구 장전동 415-2,051-518-6882
일반음식점,다락,부산광역시 금정구 구서동 1021-4,051-517-3336
일반음식점,에이티,부산광역시 금정구 장전동 293-14,051-702-3191
일반음식점,육공판(온천점),부산광역시 금정구 장전동 653-32,051-581-8300
일반음식점,오매족 부산대점,부산광역시 금정구 장전동 417-6,051-518-3618
일반음식점,상아루,부산광역시 금정구 서동 295-21,051-528-6732
일반음식점,아가랑분식,부산광역시 금정구 구서동 654-52,051-512-3276
일반음식점,백년족발,부산광역시 금정구 남산동 101-10,051-515-8880
일반음식점,한옥집김치찜,부산광역시 금정구 장전동 419-20,051-513-9901
일반음식점,달라스돈까스,부산광역시 금정구 금사동 68-1,051-526-9433
일반음식점,부산레포츠 분식점,부산광역시 금정구 장전동 147-2,051-464-5414
일반음식점,삼삼오오,부산광역시 금정구 남산동 335-43,051-146-7920
일반음식점,배비장,부산광역시 금정구 구서동 84-15,051-515-2106
일반음식점,풍차,부산광역시 금정구 부곡동 394-3,051-514-0706
일반음식점,씨앤에프,부산광역시 금정구 장전동 419-59,051-518-9192
일반음식점,교수님댁,부산광역시 금정구 장전동 305-3,051-582-9220
일반음식점,초막빈대떡,부산광역시 금정구 남산동 992-6,051-502-5235
일반음식점,안나의정원,부산광역시 금정구 남산동 960-12,051-508-5536
일반음식점,아이 유 편의점포차,부산광역시 금정구 장전동 423-17,051-512-9977
일반음식점,통영대복집,부산광역시 금정구 남산동 257,051-518-4900
일반음식점,준객잔,부산광역시 금정구 서동 204-13,051-524-9961
일반음식점,선진축산,부산광역시 금정구 장전동 418-9 2층,
일반음식점,일층집[비어],부산광역시 금정구 장전동 366-13,051-582-4248
일반음식점,진부령황태탕,부산광역시 금정구 장전동 60-5,051-512-7348
일반음식점,주리식당,부산광역시 금정구 서동 213-24,051-527-9929
일반음식점,팔복통닭,부산광역시 금정구 남산동 105-6,051-514-5533
일반음식점,두레고을,부산광역시 금정구 금성동 554-4,051-517-5170
일반음식점,미소정,부산광역시 금정구 청룡동 202-1,051-508-3348
일반음식점,오뚜기기사식당,부산광역시 금정구 금사동 84-2,051-524-6617
일반음식점,호수,부산광역시 금정구 서동 280-22,051-528-1888
일반음식점,영락공원사업단 구내식당,부산광역시 금정구 두구동 1494-1,051-508-6544
일반음식점,무진장돼지국밥,부산광역시 금정구 장전동 646-58,051-512-7671
일반음식점,샬레스위스,부산광역시 금정구 장전동 416-27,051-518-8963
일반음식점,고당봉금샘식당,부산광역시 금정구 청룡동 31-8,051-508-5345
일반음식점,채플린,부산광역시 금정구 부곡동 296-115,051-513-0968
일반음식점,꼬치 7942,부산광역시 금정구 장전동 418-10,051-512-9206
일반음식점,까치실비,부산광역시 금정구 서동 198-8,051-528-2840
일반음식점,호식이두마리치킨 구서점,부산광역시 금정구 구서동 655-15,051-513-9188
일반음식점,"디,델리(D-deLi) 부산대점",부산광역시 금정구 장전동 415-19,051-581-2878
일반음식점,상선회수산,부산광역시 금정구 구서동 414-50,051-581-7444
일반음식점,이스탄불,부산광역시 금정구 장전동 293-97,051-512-6897
일반음식점,본죽 부산대점,부산광역시 금정구 장전동 419-43,051-516-9762
일반음식점,미스터피자부산외대점,부산광역시 금정구 남산동 981-16,051-514-0881
일반음식점,장수영양탕,부산광역시 금정구 부곡동 870-19,051-514-9017
일반음식점,1번출구,부산광역시 금정구 장전동 293-72,051-583-8870
일반음식점,호야식당,부산광역시 금정구 금사동 50-8,051-524-1790
일반음식점,(주)장가계 구서2호점,부산광역시 금정구 구서동 85-30,051-512-0095
일반음식점,동해산오징어,부산광역시 금정구 남산동 986-21,051-521-7666
일반음식점,보러,부산광역시 금정구 서동 138-9,051-521-4445
일반음식점,늑대꼬신여우,부산광역시 금정구 부곡동 391-7,051-513-6300
일반음식점,유일정,부산광역시 금정구 서동 119-7,051-527-9797
일반음식점,원두막,부산광역시 금정구 남산동 983-11,051-583-6455
일반음식점,옛날통닭,부산광역시 금정구 남산동 225-19,051-583-1256
일반음식점,노랑통닭,부산광역시 금정구 남산동 84-2,051-516-4489
일반음식점,필,부산광역시 금정구 서동 221-67,051-524-8964
일반음식점,세임방조개구이,부산광역시 금정구 서동 122-20,051-528-5009
일반음식점,골목집,부산광역시 금정구 구서동 1009-13,051-517-4166
일반음식점,김밥천국,부산광역시 금정구 장전동 211-5,051-151-8794
일반음식점,수라돼지국밥,부산광역시 금정구 장전동 422-31,051-517-2510
일반음식점,비어테스,부산광역시 금정구 부곡동 393-2,051-516-1081
일반음식점,창원기사식당,부산광역시 금정구 금사동 106-3,051-525-7740
일반음식점,장수원돼지국밥,부산광역시 금정구 남산동 91-10,051-512-5947
일반음식점,현지네 맛집,부산광역시 금정구 청룡동 9-1,051-508-2807
일반음식점,성미식당,부산광역시 금정구 부곡동 395-1,051-581-1297
일반음식점,따신밥,부산광역시 금정구 장전동 403-18,051-512-0784
일반음식점,인안(in安),부산광역시 금정구 장전동 302-18,051-581-8781
일반음식점,우리집,부산광역시 금정구 장전동 152-23,051-515-5872
일반음식점,원 참가자미횟집,부산광역시 금정구 구서동 84-2,051-516-3148
일반음식점,야촌,부산광역시 금정구 남산동 104-3,051-512-9050
일반음식점,처갓집양념치킨,부산광역시 금정구 남산동 104-4,051-582-9438
일반음식점,셰프의 도니,부산광역시 금정구 서동 190-19,051-529-9733
일반음식점,동원분식,부산광역시 금정구 서동 113-21 대산맨션,051-522-9576
일반음식점,네번째갈비,부산광역시 금정구 구서동 655-17,051-583-1800
일반음식점,목화,부산광역시 금정구 서동 174-3,051-521-5161
일반음식점,빠코타코,부산광역시 금정구 장전동 422-32,
일반음식점,무봤나 촌닭 부산대1호점,부산광역시 금정구 장전동 293-97,051-515-2227
일반음식점,마이묵고가이소,부산광역시 금정구 장전동 54-2,
일반음식점,다깡,부산광역시 금정구 장전동 418-33,051-514-3338
일반음식점,대길식당,부산광역시 금정구 장전동 360-5,051-863-3675
일반음식점,하마식당,부산광역시 금정구 장전동 152-7,051-515-1137
일반음식점,동현횟집,부산광역시 금정구 부곡동 334-1,051-514-7649
일반음식점,산자락가든,부산광역시 금정구 금성동 963,051-554-3717
일반음식점,부산밀면,부산광역시 금정구 부곡동 223-12,051-515-2723
일반음식점,녹두밭,부산광역시 금정구 부곡동 223-12,051-512-3396
일반음식점,산수갑산,부산광역시 금정구 부곡동 225-36,051-515-4646
일반음식점,초이스,부산광역시 금정구 장전동 595-1,051-581-9996
일반음식점,김밥나라,부산광역시 금정구 부곡동 295-16,051-512-5142
일반음식점,민,부산광역시 금정구 장전동 418-16,051-583-8236
일반음식점,늘봄멸치쌈밥,부산광역시 금정구 금사동 67-1,051-527-7474
일반음식점,쉼터,부산광역시 금정구 노포동 133 외34필지,
일반음식점,맛있는보쌈,부산광역시 금정구 서동 207-7,051-526-5927
일반음식점,칠공공비어,부산광역시 금정구 남산동 103-38,051-582-9349
일반음식점,장수풍년식당,부산광역시 금정구 서동 113-5,051-703-0906
일반음식점,김찌가,부산광역시 금정구 부곡동 65-102,051-518-9006
일반음식점,봉구비어 서동점,부산광역시 금정구 서동 204-9,
일반음식점,김밥사랑,부산광역시 금정구 남산동 332-5,051-513-7935
일반음식점,산수갑산,부산광역시 금정구 청룡동 517-9,051-508-4416
일반음식점,연탄에꿀통,부산광역시 금정구 장전동 416-37,051-514-0891
일반음식점,천탁,부산광역시 금정구 장전동 417-33,051-513-0234
일반음식점,홍이네 횟집,부산광역시 금정구 남산동 105-5,
일반음식점,풍미식당,부산광역시 금정구 금사동 48-33,051-526-1469
일반음식점,밀양돼지국밥,부산광역시 금정구 구서동 175-13,051-515-6878
일반음식점,태백산맥,부산광역시 금정구 장전동 417-4,
일반음식점,송화,부산광역시 금정구 서동 209-2,051-528-0995
일반음식점,돈돈촌,부산광역시 금정구 서동 122-18,051-527-8003
일반음식점,통발장어,부산광역시 금정구 서동 190-24,051-523-7343
일반음식점,남산회도매식당,부산광역시 금정구 청룡동 31-5,051-508-8010
일반음식점,오뚜기횟집,부산광역시 금정구 서동 121-5,
일반음식점,가마솥,부산광역시 금정구 노포동 133 외34필지 부산종합터미널 3층,051-508-5373
일반음식점,남산찹쌀아구찜,부산광역시 금정구 남산동 96-1,051-516-1506
